...1,No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
1220,NOLSM735286735,1,Oxidation,wet,1277.1137282,H2O,45.25,0.225,32,720.697,28,33,24-02-2021
1221,NOLSM736287736,1,Oxidation,wet,1287.955616,H2O,45.26,0.225,32,719.265,28,34,24-02-2021
1222,NOLSM737288737,1,Oxidation,wet,1286.280941,H2O,45.26,0.225,32,715.88,28,35,24-02-2021
1223,NOLSM738289738,1,Oxidation,wet,1294.2013516,H2O,45.21,0.225,32,726.383,28,36,24-02-2021
1224,NOLSM7392810739,1,Oxidation,wet,1286.2696396,H2O,45.22,0.224,31,720.264,28,37,24-02-2021
1225,NOLSM7402811740,1,Oxidation,wet,1289.4627852,H2O,45.22,0.225,32,717.763,28,38,24-02-2021
1226,NOLSM7412812741,1,Oxidation,wet,1300.4385648,H2O,45.28,0.225,32,724.499,28,39,24-02-2021
1227,NOLSM7422813742,1,Oxidation,wet,1287.4772445,H2O,45.26,0.226,33,727.814,28,40,24-02-2021
1228,NOLSM7432814743,1,Oxidation,wet,1281.1267195,H2O,45.24,0.226,33,722.683,28,41,24-02-2021
1229,NOLSM7442815744,1,Oxidation,wet,1295.4146738,H2O,45.35,0.226,33,727.582,28,42,24-02-2021
1230,NOLSM7452816745,1,Oxidation,wet,1282.9311474,H2O,45.31,0.226,33,726.818,28,43,24-02-2021
1231,NOLSM7462817746,1,Oxidation,wet,1288.2421779,H2O,45.34,0.225,32,713.605,28,44,24-02-2021
1232,NOLSM7472818747,1,Oxidation,wet,1277.4360514,H2O,45.47,0.224,31,726.633,28,45,24-02-2021
1233,NOLSM7482819748,1,Oxidation,wet,1284.0073576,H2O,45.52,0.224,31,719.265,28,46,24-02-2021
1234,NOLSM7492820749,1,Oxidation,wet,1291.8683183,H2O,45.44,0.226,33,722.546,28,47,24-02-2021
1235,NOLSM7502821750,1,Oxidation,wet,1299.3476649,H2O,45.44,0.226,33,728.731,28,48,24-02-2021
1236,NOLSM7512822751,1,Oxidation,wet,1283.6953582,H2O,45.43,0.225,32,728.858,28,49,24-02-2021
1237,NOLSM7522823752,1,Oxidation,wet,1288.950132,H2O,32.8,0.222,29,713.971,28,50,24-02-2021
1238,NOLSM7532824753,1,Oxidation,wet,1298.6055378,H2O,31.86,0.222,29,721.066,28,51,24-02-2021
1239,NOLSM7542825754,1,Oxidation,wet,1285.198164,H2O,39.51,0.223,30,729.198,28,52,24-02-2021
1240,NOLSM7552826755,1,Oxidation,wet,1284.1315989,H2O,32.88,0.226,33,721.514,28,53,24-02-2021
1241,NOLSM7562827756,1,Oxidation,wet,1286.4338091,H2O,38.11,0.225,32,721.329,28,54,24-02-2021
1242,NOLSM19081,2,Oxidation,dry,1174.0130299,O2,37.49,0.212,84,721.304,8,1,24-02-2021
1243,NOLSM19182,2,Oxidation,dry,1165.6177734,O2,22.88,0.199,67,704.568,8,2,24-02-2021
1244,NOLSM19283,3,Oxidation,wet,1014.7956354,H2O,27.37,0.202,146,697.739,8,3,24-02-2021
1245,NOLSM19384,3,Oxidation,dry,1169.6940113,O2,33.16,0.207,28,706.325,8,4,24-02-2021
1246,NOLSM19485,3,Oxidation,dry,1124.7437674,O2,29,0.216,123,693.27,8,5,24-02-2021
1247,NOLSM19586,3,Oxidation,wet,1019.0091796,H2O,31.53,0.222,90,697.074,8,6,24-02-2021
1248,NOLSM19687,3,Oxidation,dry,1173.6725946,O2,34.34,0.208,64,697.413,8,7,24-02-2021
1249,NOLSM19788,3,Oxidation,wet,1124.8925255,H2O,34.65,0.199,100,716.271,8,8,24-02-2021
1250,NOLSM19889,3,Oxidation,dry,1034.3199337,O2,38.61,0.219,109,718.706,8,9,24-02-2021
1251,NOLSM199810,3,Oxidation,dry,1087.3046885,O2,30.16,0.209,163,710.971,8,10,24-02-2021
1252,NOLSM200811,3,Oxidation,dry,1213.6404404,O2,33.43,0.221,138,708.001,8,11,24-02-2021
1253,NOLSM201812,1,Oxidation,dry,1066.207388,O2,27.5,0.217,78,683.976,8,12,24-02-2021
1254,NOLSM202813,1,Oxidation,dry,1139.6615652,O2,38.15,0.195,124,710.619,8,13,24-02-2021
1255,NOLSM203814,1,Oxidation,dry,948.68616506,O2,29.73,0.205,44,705.763,8,14,24-02-2021
1256,NOLSM204815,1,Oxidation,wet,1123.1508657,H2O,35.57,0.212,79,708.062,8,15,24-02-2021
1257,NOLSM205816,1,Oxidation,dry,1058.9094369,O2,39.16,0.213,110,690.937,8,16,24-02-2021
1258,NOLSM206817,1,Oxidation,dry,1115.6996049,O2,25.62,0.2,82,716.675,8,17,24-02-2021
1259,NOLSM207818,1,Oxidation,wet,1097.8598172,H2O,34.48,0.219,111,709.689,8,18,24-02-2021
1260,NOLSM208819,1,Oxidation,wet,991.64329611,H2O,31.65,0.226,126,720.765,8,19,24-02-2021
1261,NOLSM209820,2,Oxidation,dry,1231.3684367,O2,31.72,0.211,59,709.535,8,20,24-02-2021
1262,NOLSM210821,2,Oxidation,wet,1115.1705168,H2O,31,0.211,80,705.928,8,21,24-02-2021
1263,NOLSM211822,2,Oxidation,dry,955.89512585,O2,36.92,0.209,120,719.825,8,22,24-02-2021
1264,NOLSM212823,2,Oxidation,dry,1169.8359122,O2,32.07,0.202,72,700.173,8,23,24-02-2021
1265,NOLSM213824,2,Oxidation,wet,1247.5975019,H2O,37.04,0.198,121,700.67,8,24,24-02-2021
1266,NOLSM214825,2,Oxidation,dry,1034.3206588,O2,29.49,0.198,116,708.627,8,25,24-02-2021
1267,NOLSM215826,2,Oxidation,wet,1088.3317188,H2O,35.07,0.223,123,703.902,8,26,24-02-2021
1268,NOLSM216827,2,Oxidation,dry,1071.1599065,O2,34.51,0.192,57,709.961,8,27,24-02-2021
1269,NOLSM730281,1,Oxidation,wet,1278.5025804,H2O,45.12,0.224,31,722.525,28,1,24-02-2021
1270,NOLSM731282,1,Oxidation,wet,1278.5999316,H2O,45.16,0.224,31,723.08,28,2,24-02-2021
1271,NOLSM732283,2,Oxidation,wet,1278.8357592,H2O,45.19,0.225,32,719.235,28,3,24-02-2021
1272,NOLSM733284,2,Oxidation,wet,1281.9241074,H2O,45.2,0.225,32,724.821,28,4,24-02-2021
1273,NOLSM734285,2,Oxidation,wet,1276.061577,H2O,45.22,0.223,30,718.628,28,5,24-02-2021
1274,NOLSM735286,2,Oxidation,wet,1276.3955004,H2O,45.25,0.225,32,720.697,28,6,24-02-2021
1275,NOLSM736287,2,Oxidation,wet,1275.2006133,H2O,45.26,0.225,32,719.265,28,7,24-02-2021
1276,NOLSM737288,2,Oxidation,wet,1278.9800751,H2O,45.26,0.225,32,715.88,28,8,24-02-2021
1277,NOLSM738289,2,Oxidation,wet,1282.139237,H2O,45.21,0.225,32,726.383,28,9,24-02-2021
1278,NOLSM7392810,2,Oxidation,wet,1274.5250015,H2O,45.22,0.224,31,720.264,28,10,24-02-2021
1279,NOLSM7402811,2,Oxidation,wet,1273.8637359,H2O,45.22,0.225,32,717.763,28,11,24-02-2021
1280,NOLSM7412812,3,Oxidation,wet,1283.9851071,H2O,45.28,0.225,32,724.499,28,12,24-02-2021
1281,NOLSM7422813,3,Oxidation,wet,1283.3630391,H2O,45.26,0.226,33,727.814,28,13,24-02-2021
1282,NOLSM7432814,3,Oxidation,wet,1274.8036515,H2O,45.24,0.226,33,722.683,28,14,24-02-2021
1283,NOLSM7442815,3,Oxidation,wet,1278.6174272,H2O,45.35,0.226,33,727.582,28,15,24-02-2021
1284,NOLSM7452816,3,Oxidation,wet,1277.4935337,H2O,45.31,0.226,33,726.818,28,16,24-02-2021
1285,NOLSM7462817,3,Oxidation,wet,1269.2360096,H2O,45.34,0.225,32,713.605,28,17,24-02-2021
1286,NOLSM7472818,3,Oxidation,wet,1274.6674893,H2O,45.47,0.224,31,726.633,28,18,24-02-2021
1287,NOLSM7482819,3,Oxidation,wet,1282.9336088,H2O,45.52,0.224,31,719.265,28,19,24-02-2021
1288,NOLSM7492820,3,Oxidation,wet,1275.5891139,H2O,45.44,0.226,33,722.546,28,20,24-02-2021
1289,NOLSM7502821,1,Oxidation,wet,1282.8167358,H2O,45.44,0.226,33,728.731,28,21,24-02-2021
1290,NOLSM7512822,1,Oxidation,wet,1270.2389555,H2O,45.43,0.225,32,728.858,28,22,24-02-2021
1291,NOLSM7522823,1,Oxidation,wet,1279.0427149,H2O,45.46,0.222,29,713.971,28,23,24-02-2021
1292,NOLSM7532824,1,Oxidation,wet,1283.2036181,H2O,45.66,0.222,29,721.066,28,24,24-02-2021
1293,NOLSM7542825,1,Oxidation,wet,1280.8740904,H2O,45.89,0.223,30,729.198,28,25,24-02-2021
1294,NOLSM7552826,1,Oxidation,wet,1280.1021674,H2O,45.86,0.226,33,721.514,28,26,24-02-2021
1295,NOLSM7562827,1,Oxidation,wet,1281.3044213,H2O,45.75,0.225,32,721.329,28,27,24-02-2021
1296,NOLSM21791217,3,Oxidation,wet,1026.1675467,H2O,32.54,0.2,74,712.606,9,28,25-02-2021
1297,NOLSM21892218,3,Oxidation,wet,1075.7986859,H2O,38.17,0.194,65,702.893,9,29,25-02-2021
1298,NOLSM21993219,3,Oxidation,dry,1084.3034815,O2,33.38,0.197,142,704.857,9,30,25-02-2021
1299,NOLSM22094220,3,Oxidation,dry,952.43036566,O2,37.78,0.2,80,714.216,9,31,25-02-2021
1300,NOLSM22195221,3,Oxidation,dry,1208.4386927,O2,35.47,0.207,32,700.396,9,32,25-02-2021
1301,NOLSM22296222,3,Oxidation,dry,1348.4712078,O2,31.91,0.199,32,714.998,9,33,25-02-2021
1302,NOLSM22397223,3,Oxidation,dry,1134.7390666,O2,46.63,0.192,32,710.712,9,34,25-02-2021
1303,NOLSM22498224,3,Oxidation,wet,1203.3330568,H2O,31.48,0.207,32,712.618,9,35,25-02-2021
1304,NOLSM22599225,3,Oxidation,wet,1113.6253839,H2O,37.9,0.209,31,709.347,9,36,25-02-2021
1305,NOLSM226910226,3,Oxidation,wet,991.45053791,H2O,25.35,0.199,32,692.759,9,37,25-02-2021
1306,NOLSM227911227,3,Oxidation,dry,1003.2727428,O2,30.2,0.218,31,700.321,9,38,25-02-2021
1307,NOLSM228912228,3,Oxidation,wet,979.57677147,H2O,41.08,0.215,34,708.579,9,39,25-02-2021
1308,NOLSM229913229,3,Oxidation,wet,1087.4819754,H2O,32.02,0.218,33,702.109,9,40,25-02-2021
1309,NOLSM230914230,3,Oxidation,dry,1132.4635939,O2,29.76,0.209,32,717.471,9,41,25-02-2021
1310,NOLSM231915231,3,Oxidation,wet,1167.7971956,H2O,32.85,0.209,32,709.599,9,42,25-02-2021
1311,NOLSM232916232,3,Oxidation,wet,1131.3716321,H2O,32.68,0.214,32,692.436,9,43,25-02-2021
1312,NOLSM233917233,3,Oxidation,dry,1141.8527008,O2,29.79,0.192,32,710.777,9,44,25-02-2021
1313,NOLSM234918234,3,Oxidation,dry,983.65381117,O2,27.5,0.204,31,722.031,9,45,25-02-2021
1314,NOLSM235919235,3,Oxidation,wet,915.04948106,H2O,35.23,0.222,32,708.489,9,46,25-02-2021
1315,NOLSM236920236,3,Oxidation,dry,1037.2072905,O2,37.48,0.198,30,716.994,9,47,25-02-2021
1316,NOLSM237921237,3,Oxidation,dry,994.45030959,O2,39.3,0.208,28,714.2,9,48,25-02-2021
1317,NOLSM238922238,3,Oxidation,dry,1071.683098,O2,32.84,0.197,31,707.577,9,49,25-02-2021
1318,NOLSM239923239,3,Oxidation,wet,1093.210156,H2O,38.41,0.188,30,708.825,9,50,25-02-2021
1319,NOLSM240924240,3,Oxidation,dry,1205.5647597,O2,38.29,0.214,27,705.931,9,51,25-02-2021
1320,NOLSM241925241,3,Oxidation,wet,1133.0212161,H2O,38.52,0.195,27,710.932,9,52,25-02-2021
1321,NOLSM242926242,3,Oxidation,dry,1140.5478335,O2,40,0.207,27,713.965,9,53,25-02-2021
1322,NOLSM243927243,3,Oxidation,dry,980.51899782,O2,27.43,0.206,24,712.318,9,54,25-02-2021
1323,NOLSM757291757,1,Oxidation,wet,1287.8683623,H2O,39.93,0.222,29,716.87,29,28,25-02-2021
1324,NOLSM758292758,1,Oxidation,wet,1294.2622656,H2O,35.63,0.223,30,720.769,29,29,25-02-2021
1325,NOLSM759293759,1,Oxidation,wet,1286.0346042,H2O,28.6,0.222,32,721.954,29,30,25-02-2021
1326,NOLSM760294760,1,Oxidation,wet,1290.6567982,H2O,34.58,0.223,31,695.764,29,31,25-02-2021
1327,NOLSM761295761,1,Oxidation,wet,1284.9694473,H2O,45.85,0.223,31,716.794,29,32,25-02-2021
1328,NOLSM762296762,1,Oxidation,wet,1281.7780151,H2O,44.53,0.191,33,686.53,29,33,25-02-2021
1329,NOLSM763297763,1,Oxidation,wet,1279.676777,H2O,44.62,0.187,33,691.168,29,34,25-02-2021
1330,NOLSM764298764,1,Oxidation,wet,1279.4967313,H2O,44.64,0.203,32,710.04,29,35,25-02-2021
1331,NOLSM765299765,1,Oxidation,wet,1270.2442169,H2O,44.54,0.213,20,709.047,29,36,25-02-2021
1332,NOLSM7662910766,1,Oxidation,wet,1280.6016598,H2O,44.53,0.219,26,723.555,29,37,25-02-2021
1333,NOLSM7672911767,1,Oxidation,wet,1290.8141819,H2O,44.49,0.218,25,720.167,29,38,25-02-2021
1334,NOLSM7682912768,1,Oxidation,wet,1277.8958158,H2O,32.8,0.217,24,708.6,29,39,25-02-2021
1335,NOLSM7692913769,1,Oxidation,wet,1294.5784126,H2O,31.86,0.217,24,715.256,29,40,25-02-2021
1336,NOLSM7702914770,1,Oxidation,wet,1275.9416597,H2O,39.51,0.218,25,711.702,29,41,25-02-2021
1337,NOLSM7712915771,1,Oxidation,wet,1295.6402273,H2O,32.88,0.218,25,715.973,29,42,25-02-2021
1338,NOLSM7722916772,1,Oxidation,wet,1279.9115338,H2O,38.11,0.218,25,717.236,29,43,25-02-2021
1339,NOLSM7732917773,1,Oxidation,wet,1274.9819833,H2O,39.93,0.217,24,712.928,29,44,25-02-2021
1340,NOLSM7742918774,1,Oxidation,wet,1278.1067183,H2O,35.63,0.216,23,714.822,29,45,25-02-2021
1341,NOLSM7752919775,1,Oxidation,wet,1276.4255274,H2O,28.6,0.217,24,721.528,29,46,25-02-2021
1342,NOLSM7762920776,1,Oxidation,wet,1294.0440915,H2O,34.58,0.218,25,715.249,29,47,25-02-2021
1343,NOLSM7772921777,1,Oxidation,wet,1289.7956916,H2O,34.95,0.219,26,713.007,29,48,25-02-2021
1344,NOLSM7782922778,1,Oxidation,wet,1290.4007692,H2O,44.62,0.218,25,714.238,29,49,25-02-2021
1345,NOLSM7792923779,1,Oxidation,wet,1293.4674056,H2O,44.72,0.218,25,714.974,29,50,25-02-2021
1346,NOLSM7802924780,1,Oxidation,wet,1280.3008445,H2O,44.78,0.218,25,715.226,29,51,25-02-2021
1347,NOLSM7812925781,1,Oxidation,wet,1288.5085459,H2O,44.68,0.218,25,724.374,29,52,25-02-2021
1348,NOLSM7822926782,1,Oxidation,wet,1279.556159,H2O,44.64,0.218,25,719.23,29,53,25-02-2021
1349,NOLSM7832927783,1,Oxidation,wet,1276.552126,H2O,44.53,0.215,22,713.79,29,54,25-02-2021
1350,NOLSM21791,3,Oxidation,wet,1016.1821997,H2O,32.54,0.2,74,712.606,9,1,25-02-2021
1351,NOLSM21892,3,Oxidation,wet,1066.3652125,H2O,38.17,0.194,65,702.893,9,2,25-02-2021
1352,NOLSM21993,3,Oxidation,dry,1066.6422394,O2,33.38,0.197,142,704.857,9,3,25-02-2021
1353,NOLSM22094,3,Oxidation,dry,941.30739883,O2,37.78,0.2,80,714.216,9,4,25-02-2021
1354,NOLSM22195,3,Oxidation,dry,1190.8313529,O2,35.47,0.207,-5,700.396,9,5,25-02-2021
1355,NOLSM22296,3,Oxidation,dry,1339.4766749,O2,31.91,0.199,26,714.998,9,6,25-02-2021
1356,NOLSM22397,3,Oxidation,dry,1132.5750304,O2,46.63,0.192,104,710.712,9,7,25-02-2021
1357,NOLSM22498,3,Oxidation,wet,1190.7299135,H2O,31.48,0.207,50,712.618,9,8,25-02-2021
1358,NOLSM22599,1,Oxidation,wet,1112.4169776,H2O,37.9,0.209,202,709.347,9,9,25-02-2021
1359,NOLSM226910,1,Oxidation,wet,990.35940918,H2O,25.35,0.199,84,692.759,9,10,25-02-2021
1360,NOLSM227911,1,Oxidation,dry,988.69884731,O2,30.2,0.218,121,700.321,9,11,25-02-2021
1361,NOLSM228912,1,Oxidation,wet,975.0524691,H2O,41.08,0.215,75,708.579,9,12,25-02-2021
1362,NOLSM229913,1,Oxidation,wet,1071.1504861,H2O,32.02,0.218,138,702.109,9,13,25-02-2021
1363,NOLSM230914,1,Oxidation,dry,1114.3229322,O2,29.76,0.209,136,717.471,9,14,25-02-2021
1364,NOLSM231915,1,Oxidation,wet,1161.9657577,H2O,32.85,0.209,235,709.599,9,15,25-02-2021
1365,NOLSM232916,1,Oxidation,wet,1121.6385574,H2O,32.68,0.214,93,692.436,9,16,25-02-2021
1366,NOLSM233917,1,Oxidation,dry,1134.2846884,O2,29.79,0.192,101,710.777,9,17,25-02-2021
1367,NOLSM234918,2,Oxidation,dry,978.59909469,O2,27.5,0.204,116,722.031,9,18,25-02-2021
1368,NOLSM235919,2,Oxidation,wet,901.2769443,H2O,35.23,0.222,42,708.489,9,19,25-02-2021
1369,NOLSM236920,2,Oxidation,dry,1030.2597753,O2,37.48,0.198,71,716.994,9,20,25-02-2021
1370,NOLSM237921,2,Oxidation,dry,988.92676679,O2,39.3,0.208,122,714.2,9,21,25-02-2021
1371,NOLSM238922,2,Oxidation,dry,1062.2940719,O2,32.84,0.197,49,707.577,9,22,25-02-2021
1372,NOLSM239923,2,Oxidation,wet,1091.7579434,H2O,38.41,0.188,116,708.825,9,23,25-02-2021
1373,NOLSM240924,2,Oxidation,dry,1191.9306557,O2,38.29,0.214,140,705.931,9,24,25-02-2021
1374,NOLSM241925,2,Oxidation,wet,1121.284393,H2O,38.52,0.195,60,710.932,9,25,25-02-2021
1375,NOLSM242926,3,Oxidation,dry,1123.2130093,O2,40,0.207,63,713.965,9,26,25-02-2021
1376,NOLSM243927,3,Oxidation,dry,960.67835648,O2,27.43,0.206,81,712.318,9,27,25-02-2021
1377,NOLSM757291,1,Oxidation,wet,1275.5657003,H2O,45.74,0.222,29,716.87,29,1,25-02-2021
1378,NOLSM758292,2,Oxidation,wet,1276.0602743,H2O,45.76,0.223,30,720.769,29,2,25-02-2021
1379,NOLSM759293,2,Oxidation,wet,1283.8679192,H2O,45.89,0.222,29,721.954,29,3,25-02-2021
1380,NOLSM760294,2,Oxidation,wet,1273.783436,H2O,45.88,0.223,30,712.621,29,4,25-02-2021
1381,NOLSM761295,2,Oxidation,wet,1272.5648581,H2O,45.85,0.223,30,716.794,29,5,25-02-2021
1382,NOLSM762296,2,Oxidation,wet,1268.3337811,H2O,44.53,0.191,-2,686.53,29,6,25-02-2021
1383,NOLSM763297,2,Oxidation,wet,1274.7521889,H2O,44.62,0.187,-6,691.168,29,7,25-02-2021
1384,NOLSM764298,2,Oxidation,wet,1268.1209086,H2O,44.64,0.203,10,710.04,29,8,25-02-2021
1385,NOLSM765299,2,Oxidation,wet,1269.5212442,H2O,44.54,0.213,20,709.047,29,9,25-02-2021
1386,NOLSM7662910,2,Oxidation,wet,1267.4059178,H2O,44.53,0.219,26,723.555,29,10,25-02-2021
1387,NOLSM7672911,3,Oxidation,wet,1279.5358433,H2O,44.49,0.218,25,720.167,29,11,25-02-2021
1388,NOLSM7682912,3,Oxidation,wet,1272.8484718,H2O,44.51,0.217,24,708.6,29,12,25-02-2021
1389,NOLSM7692913,3,Oxidation,wet,1275.1114032,H2O,44.57,0.217,24,715.256,29,13,25-02-2021
1390,NOLSM7702914,3,Oxidation,wet,1269.3646801,H2O,44.56,0.218,25,711.702,29,14,25-02-2021
1391,NOLSM7712915,3,Oxidation,wet,1275.8518961,H2O,44.55,0.218,25,715.973,29,15,25-02-2021
1392,NOLSM7722916,3,Oxidation,wet,1271.2796217,H2O,44.48,0.218,25,717.236,29,16,25-02-2021
1393,NOLSM7732917,3,Oxidation,wet,1269.0316635,H2O,44.48,0.217,24,712.928,29,17,25-02-2021
1394,NOLSM7742918,3,Oxidation,wet,1277.2932185,H2O,44.58,0.216,23,714.822,29,18,25-02-2021
1395,NOLSM7752919,1,Oxidation,wet,1269.0927996,H2O,44.59,0.217,24,721.528,29,19,25-02-2021
1396,NOLSM7762920,1,Oxidation,wet,1274.338129,H2O,44.53,0.218,25,715.249,29,20,25-02-2021
1397,NOLSM7772921,1,Oxidation,wet,1277.1252873,H2O,44.53,0.219,26,713.007,29,21,25-02-2021
1398,NOLSM7782922,1,Oxidation,wet,1273.4665605,H2O,44.62,0.218,25,714.238,29,22,25-02-2021
1399,NOLSM7792923,1,Oxidation,wet,1277.0741506,H2O,44.72,0.218,25,714.974,29,23,25-02-2021
1400,NOLSM7802924,1,Oxidation,wet,1273.4780702,H2O,44.78,0.218,25,715.226,29,24,25-02-2021
1401,NOLSM7812925,1,Oxidation,wet,1273.731235,H2O,44.68,0.218,25,724.374,29,25,25-02-2021
1402,NOLSM7822926,2,Oxidation,wet,1277.8583965,H2O,44.64,0.218,25,719.23,29,26,25-02-2021
1403,NOLSM7832927,2,Oxidation,wet,1272.1509469,H2O,44.53,0.215,22,713.79,29,27,25-02-2021
1404,NOLSM244101244,1,Oxidation,wet,1158.9837202,H2O,39.57,0.213,23,706.099,10,28,26-02-2021
1405,NOLSM245102245,1,Oxidation,dry,1274.6307873,O2,26.06,0.2,23,704.373,10,29,26-02-2021
1406,NOLSM246103246,1,Oxidation,dry,1051.1649884,O2,34.48,0.205,23,705.94,10,30,26-02-2021
1407,NOLSM247104247,1,Oxidation,wet,1177.9489568,H2O,32.8,0.209,24,712.926,10,31,26-02-2021
1408,NOLSM248105248,1,Oxidation,wet,1093.0014821,H2O,31.86,0.198,25,727.318,10,32,26-02-2021
1409,NOLSM249106249,1,Oxidation,dry,1157.2842009,O2,39.51,0.214,25,721.3,10,33,26-02-2021
1410,NOLSM250107250,1,Oxidation,dry,1172.7399265,O2,32.88,0.206,25,709.964,10,34,26-02-2021
1411,NOLSM251108251,1,Oxidation,dry,987.8483679,O2,38.11,0.209,25,712.447,10,35,26-02-2021
1412,NOLSM252109252,1,Oxidation,wet,1149.2261919,H2O,39.93,0.192,25,705.345,10,36,26-02-2021
1413,NOLSM2531010253,1,Oxidation,dry,982.54349492,O2,35.63,0.218,25,713.056,10,37,26-02-2021
1414,NOLSM2541011254,1,Oxidation,dry,1125.7322415,O2,28.6,0.217,27,711.723,10,38,26-02-2021
1415,NOLSM2551012255,1,Oxidation,dry,982.06922816,O2,34.58,0.215,28,701.19,10,39,26-02-2021
1416,NOLSM2561013256,1,Oxidation,dry,1133.0365455,O2,34.95,0.2,29,709.78,10,40,26-02-2021
1417,NOLSM2571014257,1,Oxidation,wet,961.87682113,H2O,32.59,0.2,29,709.653,10,41,26-02-2021
1418,NOLSM2581015258,1,Oxidation,dry,1234.7880846,O2,38.02,0.2,29,697.759,10,42,26-02-2021
1419,NOLSM2591016259,1,Oxidation,dry,1127.2127452,O2,33.81,0.215,30,702.698,10,43,26-02-2021
1420,NOLSM2601017260,1,Oxidation,dry,1107.2224692,O2,29.05,0.216,30,703.723,10,44,26-02-2021
1421,NOLSM2611018261,1,Oxidation,dry,1077.344874,O2,49.91,0.202,30,711.826,10,45,26-02-2021
1422,NOLSM2621019262,1,Oxidation,dry,1100.1930879,O2,32.47,0.202,30,703.411,10,46,26-02-2021
1423,NOLSM2631020263,1,Oxidation,dry,1156.7614579,O2,32.82,0.215,31,701.568,10,47,26-02-2021
1424,NOLSM2641021264,1,Oxidation,wet,1010.2970666,H2O,36.66,0.19,31,708.351,10,48,26-02-2021
1425,NOLSM2651022265,1,Oxidation,dry,1024.4394033,O2,35.44,0.211,32,702.572,10,49,26-02-2021
1426,NOLSM2661023266,1,Oxidation,dry,1050.8762577,O2,36.74,0.202,32,717.852,10,50,26-02-2021
1427,NOLSM2671024267,1,Oxidation,dry,1008.3845786,O2,25.53,0.193,30,696.386,10,51,26-02-2021
1428,NOLSM2681025268,1,Oxidation,dry,1192.5164531,O2,42.37,0.219,32,686.747,10,52,26-02-2021
1429,NOLSM2691026269,1,Oxidation,wet,1269.8510801,H2O,31.47,0.201,32,709.049,10,53,26-02-2021
1430,NOLSM2701027270,1,Oxidation,dry,919.42715965,O2,37.17,0.202,32,713.856,10,54,26-02-2021
1431,NOLSM784301784,1,Oxidation,wet,1294.5232503,H2O,44.61,0.217,24,713.559,30,28,26-02-2021
1432,NOLSM785302785,1,Oxidation,wet,1287.9830728,H2O,44.58,0.218,25,716.184,30,29,26-02-2021
1433,NOLSM786303786,1,Oxidation,wet,1297.5219803,H2O,44.58,0.218,25,719.658,30,30,26-02-2021
1434,NOLSM787304787,1,Oxidation,wet,1286.7044902,H2O,44.59,0.215,22,717.264,30,31,26-02-2021
1435,NOLSM788305788,1,Oxidation,wet,1279.2300773,H2O,44.57,0.216,23,718.321,30,32,26-02-2021
1436,NOLSM789306789,1,Oxidation,wet,1272.9293897,H2O,44.59,0.216,23,712.492,30,33,26-02-2021
1437,NOLSM790307790,1,Oxidation,wet,1290.1938649,H2O,44.59,0.217,24,708.404,30,34,26-02-2021
1438,NOLSM791308791,1,Oxidation,wet,1284.3804293,H2O,44.59,0.217,24,720.945,30,35,26-02-2021
1439,NOLSM792309792,1,Oxidation,wet,1270.7248409,H2O,44.55,0.215,22,713.334,30,36,26-02-2021
1440,NOLSM7933010793,1,Oxidation,wet,1272.8605312,H2O,44.57,0.216,23,716.68,30,37,26-02-2021
1441,NOLSM7943011794,1,Oxidation,wet,1299.113722,H2O,44.57,0.216,23,717.314,30,38,26-02-2021
1442,NOLSM7953012795,1,Oxidation,wet,1292.1586642,H2O,44.62,0.216,23,716.545,30,39,26-02-2021
1443,NOLSM7963013796,1,Oxidation,wet,1293.9585372,H2O,44.63,0.219,26,712.706,30,40,26-02-2021
1444,NOLSM7973014797,1,Oxidation,wet,1296.4893928,H2O,44.55,0.219,26,716.92,30,41,26-02-2021
1445,NOLSM7983015798,1,Oxidation,wet,1291.0261207,H2O,44.57,0.215,22,716.828,30,42,26-02-2021
1446,NOLSM7993016799,1,Oxidation,wet,1294.7860642,H2O,44.56,0.216,23,707.057,30,43,26-02-2021
1447,NOLSM8003017800,1,Oxidation,wet,1282.5726317,H2O,44.53,0.213,20,717.059,30,44,26-02-2021
1448,NOLSM8013018801,1,Oxidation,wet,1275.8298448,H2O,44.56,0.213,20,695.764,30,45,26-02-2021
1449,NOLSM8023019802,1,Oxidation,wet,1291.0077271,H2O,44.58,0.211,18,707.582,30,46,26-02-2021
1450,NOLSM8033020803,1,Oxidation,wet,1283.9308474,H2O,44.6,0.216,23,707.619,30,47,26-02-2021
1451,NOLSM8043021804,1,Oxidation,wet,1293.7170578,H2O,44.56,0.215,22,713.867,30,48,26-02-2021
1452,NOLSM8053022805,1,Oxidation,wet,1290.2384464,H2O,44.59,0.213,20,705.557,30,49,26-02-2021
1453,NOLSM8063023806,1,Oxidation,wet,1288.1268437,H2O,44.65,0.211,18,707.754,30,50,26-02-2021
1454,NOLSM8073024807,1,Oxidation,wet,1283.4811034,H2O,44.62,0.211,18,702.472,30,51,26-02-2021
1455,NOLSM8083025808,1,Oxidation,wet,1278.804323,H2O,44.58,0.212,19,711.749,30,52,26-02-2021
1456,NOLSM8093026809,1,Oxidation,wet,1282.9996864,H2O,44.58,0.216,23,709.301,30,53,26-02-2021
